,Source,Target,type_of_content,created_at,text
2575,mka1964,Uber_Support,Mention,2021-03-27 18:43:29,If the order was cancelled why would I have to contact them within 48 hours to discuss?@Uber_Support @ShieldVoC… https://t.co/Q7UVoQsD49
2576,mka1964,ShieldVoC,Mention,2021-03-27 18:43:29,If the order was cancelled why would I have to contact them within 48 hours to discuss?@Uber_Support @ShieldVoC… https://t.co/Q7UVoQsD49
2577,CallumMilne20,Uber_Support,Reply,2021-03-27 18:47:25,@Uber_Support do you deal with Uber eats support? I’ve been waiting for an hour for my food and says delivered and… https://t.co/hQEe5yfnF4
2578,Sabrina96353027,Uber_Support,Reply,2021-03-27 18:55:04,@Uber_Support I have sent a dm
2579,BiteSizeOreos,Uber_Support,Reply,2021-03-27 18:57:08,@Uber_Support You guys literally have done nothing lol
2580,MahmoudSoulim14,Uber_Support,Reply,2021-03-27 19:03:07,"@Uber_Support Why is there a difference between the application and my account on the site, it is estimated at abou… https://t.co/MBjcVpdKoF"
2581,kaitlynpaigeh,Uber_Support,Reply,2021-03-27 19:04:22,@Uber_Support why are y’all charging me? i didn’t sign up for the uber pass thing yet y’all just took $25 ??????? https://t.co/PffTnYbGPw
2582,Uber_Support,beswick_donna,Reply,2021-03-27 19:10:10,"@beswick_donna Hi there, we are happy to help. Please follow our support page: https://t.co/nhGvUfePrx so our Uber… https://t.co/pW325V78K7"
2584,beswick_donna,Uber_Support,Reply,2021-03-27 19:11:58,@Uber_Support My problem isn't listed on there
2585,Coatedkisses1,Uber_Support,Reply,2021-03-27 19:12:39,@Uber_Support I’ve messaged Uber eats for help in I have sent them screenshots from my card support showing they ha… https://t.co/hPm3piNoLN
2587,the_Sagrawal,Uber_Support,Reply,2021-03-27 19:14:31,@Uber_Support @Uber This is how my uber moto driver arrives. Given the self made cancellation policies by your driv… https://t.co/FUqZwmGyqZ
2588,the_Sagrawal,Uber,Reply,2021-03-27 19:14:31,@Uber_Support @Uber This is how my uber moto driver arrives. Given the self made cancellation policies by your driv… https://t.co/FUqZwmGyqZ
2589,Uber_Support,jaredfowler19,Reply,2021-03-27 19:14:33,@jaredfowler19 This isn't the kind of experience we'd like to hear about. Please send us a DM with the phone number… https://t.co/PbnRxjoZ6R
2590,simarsi20176462,Uber_Support,Reply,2021-03-27 19:18:50,"@Uber_Support Hey I am a uber eats driver ,my document of  eligibility to work  is expiring on 31 march,i have appl… https://t.co/cvY2e4FIrq"
2591,jaredfowler19,Uber_Support,Reply,2021-03-27 19:29:40,@Uber_Support okay i sent a DM
2592,pablo3479,Uber_Support,Reply,2021-03-27 19:39:44,@Uber_Support Been trying to place an order on your App for the last 15 minutes (my first one) and its refusing to… https://t.co/BdXwrKoK8k
2593,Uber_Support,O_Vizzle,Reply,2021-03-27 19:43:55,"@O_Vizzle Hi there, please provide us with the email address or phone number linked to your account, so we can look into this further."
2594,LascoLiyaya,Uber_Support,Reply,2021-03-27 19:50:22,@Uber_Support Hello
2595,Uber_Support,M00NxBEAST,Reply,2021-03-27 19:53:35,@M00NxBEAST We understand the urgency of your request. We have someone working on this and will be reaching out via… https://t.co/lkPGhFs7aF
2596,SueKahler1,Uber_Support,Reply,2021-03-27 19:55:21,@Uber_Support You need to actually provide support. Sent a dozen messages through your website with no response.
2597,M00NxBEAST,Uber_Support,Reply,2021-03-27 19:58:09,"@Uber_Support You have the power, and safety is NOT your concern. You don't make riders prove they're wearing masks… https://t.co/NsJoHBg8Rs"
2598,marchesi21,Uber_Support,Reply,2021-03-27 20:01:02,@Uber_Support you need see your GPS. No good. https://t.co/CFVyf84gU7
2599,Uber_Support,SueKahler1,Reply,2021-03-27 20:11:38,"@SueKahler1 We understand your concern. We've been in touch via DM. If you have any additional questions, please le… https://t.co/5kWgAOmDQQ"
2600,O_Vizzle,Uber_Support,Reply,2021-03-27 20:18:57,@Uber_Support Ah so you do have a customer services department. It’s odd that since Jawaira A has been ignoring me… https://t.co/nP4G4DmArI
2601,crystalyeoman__,Uber_Support,Reply,2021-03-27 20:37:19,@Uber_Support @UberEats still no resolve. I feel like we’re being gaslit every time I speak to @Uber_Support. Where… https://t.co/CVcw0SpDoR
2602,crystalyeoman__,UberEats,Reply,2021-03-27 20:37:19,@Uber_Support @UberEats still no resolve. I feel like we’re being gaslit every time I speak to @Uber_Support. Where… https://t.co/CVcw0SpDoR
2604,jaredfowler19,Uber_Support,Reply,2021-03-27 20:37:27,"@Uber_Support Hello, apparently there is a outstanding payment on another account but im not exactly sure how to pay for that."
2605,Uber_Support,JonasSi36374287,Reply,2021-03-27 21:04:51,"@JonasSi36374287 Here to assist! Please send us a DM with the date and time of the trip, so we can assist you further."
2607,Uber_Support,erinepritchard,Reply,2021-03-27 21:08:46,@erinepritchard We're here to help. Please send us a DM with the phone number associated with your Uber account. Al… https://t.co/tqkbYJM9ev
2609,JonasSi36374287,Uber_Support,Reply,2021-03-27 21:10:54,@Uber_Support Ummm check your DMs
2610,Uber_Support,sarahwarhol19,Reply,2021-03-27 21:15:36,"@sarahwarhol19 We'd like to take a look into this. We've been in touch via DM. If you have any questions, please le… https://t.co/ce5UF9JLoe"
2611,SueKahler1,Uber_Support,Reply,2021-03-27 21:21:29,@uber_support How long does it take to actually resolve an issue? Days? ✅ Months?
2612,Uber_Support,KClarksonGaming,Reply,2021-03-27 21:22:20,@KClarksonGaming We've been in touch via DM. Thank you.
2613,SueKahler1,Uber_Support,Reply,2021-03-27 21:29:22,"@Uber_Support Yes, I have additional concerns! You didn't do anything! Solve the issue."
2614,Uber_Support,DrinkLiftGamble,Reply,2021-03-27 21:31:31,@DrinkLiftGamble We're here to help. Please send us a DM with the phone number associated with your account as well… https://t.co/cs9bXvbj3T
2615,sarahwarhol19,Uber_Support,Reply,2021-03-27 21:31:49,@Uber_Support I haven't heard anything yet 🤷‍♀️🤦‍♀️
2616,DrinkLiftGamble,Uber_Support,Reply,2021-03-27 21:32:59,@Uber_Support This is insane @UberEats https://t.co/Ho3XCIj4VB
2617,DrinkLiftGamble,UberEats,Reply,2021-03-27 21:32:59,@Uber_Support This is insane @UberEats https://t.co/Ho3XCIj4VB
2622,BTSchefArmy,Uber_Support,Reply,2021-03-27 21:38:50,@Uber_Support yah better not charge me with this trip!!!! I did not booked this!!! It's so hard to reached out on u… https://t.co/U6gvjhU08W
2624,neslugo1927,Uber_Support,Reply,2021-03-27 21:43:14,"@Uber_Support  my uber eats order was late, 2 hours past initial order time and the food arrived inedible. frustrat… https://t.co/UNbSV67TA5"
2625,DrinkLiftGamble,Uber_Support,Reply,2021-03-27 21:47:34,@Uber_Support @UberEats My god. How hard is one uturn vs another? Let’s add a mile drive.  @ubereats @Uber_Support https://t.co/z3waYZNLYE
2626,DrinkLiftGamble,UberEats,Reply,2021-03-27 21:47:34,@Uber_Support @UberEats My god. How hard is one uturn vs another? Let’s add a mile drive.  @ubereats @Uber_Support https://t.co/z3waYZNLYE
2629,Christy00216303,Uber_Support,Reply,2021-03-27 22:02:20,@Uber_Support @KafinyaNatasha They won't refund you EVER. The same thing happened to me. They will give you some cr… https://t.co/BIJA2UD8VQ
2630,Christy00216303,KafinyaNatasha,Reply,2021-03-27 22:02:20,@Uber_Support @KafinyaNatasha They won't refund you EVER. The same thing happened to me. They will give you some cr… https://t.co/BIJA2UD8VQ
2631,Uber_Support,_Desura,Reply,2021-03-27 22:07:29,@_Desura We understand your concerns. Promotions are only available to a select number of customers. We highly valu… https://t.co/P4y5Qx4wqc
2632,beswick_donna,Uber_Support,Reply,2021-03-27 22:13:59,@Uber_Support Can someone make the effort to reply to me¡!!!!!!!!!!!
2633,JonasSi36374287,Uber_Support,Reply,2021-03-27 22:23:02,@Uber_Support Been waiting for over an hour after DMing.  This is why Uber needs a better way for customer service because this sucks
2634,_Desura,Uber_Support,Reply,2021-03-27 22:34:02,@Uber_Support Of course you will 🤣🤣
2635,JAIPALS98940348,Uber_Support,Reply,2021-03-27 22:34:09,"@Uber_Support  

## Background Checks ###
Uber frizzed  my Uber account on Jan 15 2021 for background checks .Till… https://t.co/Hd83gKcd4f"
2636,weedgoku1,Uber_Support,Reply,2021-03-27 22:35:03,@Uber_Support I keep getting reported when restaurants do not pack their stuff right. Not fair to me
2637,KClarksonGaming,Uber_Support,Reply,2021-03-27 22:35:23,@Uber_Support You guys aren’t helping me at all lol so much for customer support https://t.co/gZuj23w4Er
2638,MdUddin01689974,Uber_Support,Reply,2021-03-27 23:03:34,"@Uber_Support embarrassing uber...this is injustice with uber eats riders...working in algarve portugal , too much… https://t.co/A9KfnyvadG"
2639,Aoknight,Uber_Support,Reply,2021-03-27 23:25:22,"@Uber_Support check ur inbkx, the app is locked for taco bell in happy hour, with odd times for anything else. You… https://t.co/bFP0HLoX4Q"
2641,Uber_Support,Tailynnrenee,Reply,2021-03-27 23:35:05,@Tailynnrenee Thank you for reaching out. Please send us a DM with the phone number associated with your Uber accou… https://t.co/cq9pn05IRR
2643,Tanveer83390443,Uber_Support,Reply,2021-03-27 23:35:57,"@Uber_Support i am not able to make payment. I have tried doing it multiple times, by changing the payment method,… https://t.co/0TR1He69pg"
2645,vivekRa10480626,Uber_Support,Reply,2021-03-27 23:37:19,"@Uber_Support Incident with me ,cab driver was indulged and as he dropped me before my destination location  and I… https://t.co/0GwMqev52H"
2646,SarahBoughton9,Uber_Support,Reply,2021-03-27 23:37:53,"@Uber_Support 
I have ordered £48 worth of food for myself and children from Frankie and Benny's Rochester tonight.… https://t.co/4ZmKke8w0i"
2647,RubenAc90684840,Uber_Support,Reply,2021-03-27 23:49:39,@Uber_Support still no fix for this issue and I will not do delivery unless I see information about trip https://t.co/1orvUDsybE
2648,Uber_Support,yur,Reply,2021-03-27 23:53:38,"@yur We'd like to look into this! Please send us your mobile number attached to your account via direct message, so we can assist."
2649,yur,Uber_Support,Reply,2021-03-28 00:06:34,@Uber_Support Nah @Uber_Support you can keep that $3.75. I just want @CompBureau to tell me how's it legal to withh… https://t.co/dUERQQlWMN
2651,yur,CompBureau,Reply,2021-03-28 00:06:34,@Uber_Support Nah @Uber_Support you can keep that $3.75. I just want @CompBureau to tell me how's it legal to withh… https://t.co/dUERQQlWMN
2652,Tailynnrenee,Uber_Support,Reply,2021-03-28 00:14:45,@Uber_Support Didn’t reach out.
2654,harman973,Uber_Support,Reply,2021-03-28 00:16:05,@Uber_Support why is there so many uber transactions in my bank account even when i got a new debit card and i did… https://t.co/tXqQYojYjL
2655,Tanveer83390443,Uber_Support,Reply,2021-03-28 00:17:52,@Uber_Support why customer service doesn’t respond? I am facing this problem from last 3 days. Someone is really wi… https://t.co/Walts0i8ou
2656,harman973,Uber_Support,Reply,2021-03-28 00:19:23,@Uber_Support why i have 8 unknown transactions in my bank account... i did not even order... i blocked my card ube… https://t.co/17nZadwP6e
2657,Uber_Support,harman973,Reply,2021-03-28 00:19:27,@harman973 We're here to help! Please send us a DM with the phone number associated with your account as well as mo… https://t.co/1yMEGgIvHc
2658,harman973,Uber_Support,Reply,2021-03-28 00:21:47,@Uber_Support I hope you contact me asap.. i send the contact already
2659,SecretoDeAmorS2,Uber_Support,Mention,2021-03-28 00:44:45,I can’t make this up 🤦🏽‍♂️ @Uber_Support https://t.co/q40sdtj0VO
2660,MyOwnBelief,Uber_Support,Reply,2021-03-28 00:49:30,"@Uber_Support I was charged full amount on my uber eats order even though I applied my promo code, can I get some help?"
2661,Uber_Support,beckybabyxxxo,Reply,2021-03-28 01:13:23,@beckybabyxxxo We understand that this has been frustrating. Please send us a DM with the phone number associated w… https://t.co/QP6sfCM9Lk
2662,beckybabyxxxo,Uber_Support,Reply,2021-03-28 01:15:58,@Uber_Support Let’s see if you fix it. Messaged.
2663,beckybabyxxxo,Uber_Support,Reply,2021-03-28 01:19:17,"@Uber_Support nobody give $ to uber. They have no way to talk to a real person, they take 2 days to address your co… https://t.co/GT5uiVzvKD"
2664,GlossNBlush,Uber,Mention,2021-03-28 01:30:22,What is going on with @Uber in Orlando? Haven't been able to find a ride for 2 weeks!! Some of us are trying to get… https://t.co/HpN0kVqs8e
2665,ibsdadon1602,Uber_Support,Reply,2021-03-28 01:33:10,@Uber_Support I have been doing Uber Eats for a couple days on my bike and as I am not able to view the drop off lo… https://t.co/Oyw2GleZWF
2666,KSharifan,Uber_Support,Reply,2021-03-28 01:41:15,"@Uber_Support I have been calling continuously for support for two days, but unfortunately I’m not able to solve my… https://t.co/zFwDwDvNhR"
2667,6athory,Uber_Support,Reply,2021-03-28 01:56:15,@Uber_Support got this in an email &amp; it doesn't work? https://t.co/R4Zf7Pi8Oa
2669,harjani_deepakk,Uber_Support,Reply,2021-03-28 01:57:14,@Uber_Support Uber is a well organised loot running in India after complaining several times for the double payment… https://t.co/jykOzA2JF4
2670,NehaJyotiPrasad,Uber_Support,Reply,2021-03-28 01:58:54,@Uber_Support Uber driver with no mask and PPE delivering food. And Uber won’t do anything about it ..  no refunds… https://t.co/7BHIpJDae7
2671,_bnovc,Uber_Support,Reply,2021-03-28 02:01:25,"@Uber_Support my driver just took two wrong routes, despite my telling him it was wrong, causing me to miss my trai… https://t.co/oUWqN424Me"
2672,Uber_Support,eyeslaser991,Reply,2021-03-28 02:14:46,@eyeslaser991 Thanks for reaching out. Please send us a DM with the phone number associated with your account as we… https://t.co/sTqvOyYYAL
2673,gmathur19,Uber_Support,Reply,2021-03-28 02:19:56,@Uber_Support Hi. I’m not able to add money into the PayTM wallet via Uber for my rides. This is the error I’m gett… https://t.co/kgtzL8yKHJ
2675,harjani_deepakk,Uber_Support,Reply,2021-03-28 02:25:36,@Uber_Support also was collected in cash due to network issue on escalation of issue I was just refunded ₹ 3.15 ins… https://t.co/Y3LgE2EAOC
2676,Zumbulche,Uber_Support,Reply,2021-03-28 02:27:06,"@Uber_Support just dropped me tonight... not replying to my messages. Support my a...

#badcustomerservice"
2677,haleythefifth,Uber_Support,Mention,2021-03-28 02:39:40,this uber driving is demanding $15 cash to return my friends phone and keeps hanging up when i call @Uber_Support… https://t.co/41lNc6cGAj
2678,khalid_tatheer,Uber_Support,Reply,2021-03-28 02:59:31,"@Uber_Support @MikeAll00411088 We will DM because we lie and make a fool out of you, so we keep you busy for a few… https://t.co/wT7JEfBaTV"
2679,khalid_tatheer,MikeAll00411088,Reply,2021-03-28 02:59:31,"@Uber_Support @MikeAll00411088 We will DM because we lie and make a fool out of you, so we keep you busy for a few… https://t.co/wT7JEfBaTV"
2680,Uber_Support,dreaxlu,Reply,2021-03-28 03:04:33,@dreaxlu We definitely want to take a closer look. Please send us a DM with the phone number associated with your a… https://t.co/0xRe3p7ozS
2681,James_Orcutt,Uber_Support,Reply,2021-03-28 03:18:29,"@Uber_Support  I understand the advertised service charges, tip, and fees- but when did you start skimming off the… https://t.co/2akq5WFxU0"
2682,LeighJolley,Uber_Support,Reply,2021-03-28 03:21:24,"@Uber_Support hi support, please reach out to me, I would like to drive ride share and stay on my Uber eats account… https://t.co/AgNOl2enmJ"
2683,RobertH63447425,AskLyft,Reply,2021-03-28 03:26:24,@AskLyft @Uber_Support average Lyft ride $24.19. Average Uber ride $9.70. Thank you @lyft for having Black rides in… https://t.co/bxyiknRKZd
2684,RobertH63447425,Uber_Support,Reply,2021-03-28 03:26:24,@AskLyft @Uber_Support average Lyft ride $24.19. Average Uber ride $9.70. Thank you @lyft for having Black rides in… https://t.co/bxyiknRKZd
2685,RobertH63447425,lyft,Reply,2021-03-28 03:26:24,@AskLyft @Uber_Support average Lyft ride $24.19. Average Uber ride $9.70. Thank you @lyft for having Black rides in… https://t.co/bxyiknRKZd
